	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12	H13	H14	H15	H16	H17	H18	H19	H20	H21	H22	H23	H24	H25	H26	H27	H28	H29	H30	H31	H32	H33	H34	H35	H36	H37	H38	H39	H40	H41	H42	H43	H44	H45	H46	H47	H48	H49	H50	H51	H52	H53	H54	H55	H56	H57	H58	H59	H60	H61	H62	H63	H64	H65	H66	H67	H68	H69	H70	H71	H72	H73	H74	H75	H76	H77	H78	H79	H80	H81	H82	H83	H84	H85	H86	H87	H88	H89	H90	H91	H92	H93	H94	H95	H96	H97	H98	H99	H100	H101	H102	H103	H104	H105	H106	H107	H108	H109	H110	H111	H112	H113	H114	H115	H116	H117	H118	H119	H120	H121	H122	H123	H124	H125	H126	H127	H128	H129	H130	H131	H132	H133	H134	H135	H136	H137	H138	H139	H140	H141	H142	H143	H144	H145	H146	H147	H148	H149	H150	H151	H152	H153	H154	H155	H156	H157	H158	H159	H160	H161	H162	H163	H164	H165	H166	H167	H168	H169	H170	H171	H172	H173	H174	H175	H176	H177	H178	H179	H180	H181	H182	H183	H184	H185	H186	H187	H188	H189	H190	H191	H192	H193	H194	H195	H196	H197	H198	H199	H200	H201	H202	H203	H204	H205	H206	H207	H208	H209	H210	H211	H212	H213	H214	H215	H216	H217	H218	H219	H220	H221	H222	H223	H224	H225	H226	H227	H228	H229
H182	0.001006	0.158724	0.158724	0.021611	0.158724	0.116793	0.158724	0.136154	0.000863	0.100185	0.158724	0.158724	0.136154	0.158724	0.002524	0.116793	0.158724	0.158724	0.158724	0.158724	0.158724	0.158724	0.116793	0.136154	0.158724	0.158724	0.158724	0.100185	0.136154	0.158724	0.006335	0.116793	0.158724	0.136154	0.04653	0.158724	0.158724	0.116793	0.158724	0.158724	0.158724	0.158724	0.158724	0.136154	0.158724	0.136154	0.158724	0.158724	0.158724	0.246028	0.158724	0.158724	0.136154	0.018538	0.136154	0.00001	0.116793	0.158724	0.063236	0.116793	0.136154	0.158724	0.158724	0.158724	0.158724	0.158724	0.158724	0.158724	0.158724	0.579362	0.329362	0.579362	0.568077	0.250929	0.558396	0.579362	0.329362	0.579362	0.579362	0.568077	0.579362	0.579362	0.579362	0.568077	0.550093	0.136154	0.527122	0.100185	0.568077	0.542969	0.579362	0.568077	0.536859	0.568077	0.116793	0.158724	0.158724	0.158724	0.234743	0.116793	0.568077	0.158724	0.000001	0.054244	0.136154	0.523265	0.527122	0.568077	0.558396	0.579362	0.579362	0.579362	0.500503	0.502717	0.579362	0.579362	0.550093	0.568077	0.579362	0.579362	0.329362	0.523265	0.000001	0.568077	0.509269	0.501715	0.579362	0.531618	0.568077	0.558396	0.568077	0.512597	0.531618	0.568077	0.502717	0.568077	0.579362	0.579362	0.568077	0.579362	0.568077	0.579362	0.136154	0.158724	0.579362	0.579362	0.50585	0.501262	0.579362	0.579362	0.579362	0.527122	0.558396	0.507951	0.203526	0.158724	0.015902	0.234743	0.203526	0.246028	0.579362	0.558396	0.579362	0.579362	0.579362	0.579362	0.579362	0.579362	0.579362	0.579362	0.579362	0.579362	0.579362	0.579362	0.579362	0.568077	0.568077	0.542969	0.592518	0.579362	0.550093	1	0.579362	0.536859	0.579362	0.579362	0.579362	0.579362	0.579362	0.558396	0.523265	0.536859	0.579362	0.579362	0.568077	0.568077	0.579362	0.579362	0.50585	0.181351	0.246028	0.225063	0.198284	0.246028	0.579362	0.246028	0	0.246028	0.531618	0.246028	0.100185	0.158724	0.073718	0.158724	0.100185	0.000295	0.158724	0.000344	0.158724	0.158724	0.158724	0.025193	0.158724	0.158724	0	0.073718	0.039914	0.158724	0.158724
H183	0.00343	0.541436	0.541436	0.073718	0.541436	0.398402	0.541436	0.464445	0.002942	0.34175	0.541436	0.541436	0.464445	0.541436	0.00861	0.398402	0.541436	0.541436	0.541436	0.541436	0.541436	0.541436	0.398402	0.464445	0.541436	0.541436	0.541436	0.34175	0.464445	0.541436	0.021611	0.398402	0.541436	0.464445	0.158724	0.541436	0.541436	0.398402	0.541436	0.541436	0.541436	0.541436	0.541436	0.464445	0.541436	0.464445	0.541436	0.541436	0.541436	0.437385	0.541436	0.541436	0.464445	0.063236	0.464445	0.000034	0.398402	0.541436	0.215709	0.398402	0.464445	0.541436	0.541436	0.541436	0.541436	0.541436	0.541436	0.541436	0.541436	0.770718	0.520718	0.770718	0.732222	0.253168	0.699201	0.770718	0.520718	0.770718	0.770718	0.732222	0.770718	0.770718	0.770718	0.732222	0.670875	0.464445	0.592518	0.34175	0.732222	0.646577	0.770718	0.732222	0.625734	0.732222	0.398402	0.541436	0.541436	0.541436	0.398889	0.398402	0.732222	0.541436	0.000003	0.185036	0.464445	0.579362	0.592518	0.732222	0.699201	0.770718	0.770718	0.770718	0.501715	0.509269	0.770718	0.770718	0.670875	0.732222	0.770718	0.770718	0.520718	0.579362	0.000003	0.732222	0.531618	0.50585	0.770718	0.607855	0.732222	0.699201	0.732222	0.542969	0.607855	0.732222	0.509269	0.732222	0.770718	0.770718	0.732222	0.770718	0.732222	0.770718	0.464445	0.541436	0.770718	0.770718	0.519957	0.504305	0.770718	0.770718	0.770718	0.592518	0.699201	0.527122	0.2924	0.541436	0.054244	0.398889	0.2924	0.437385	0.770718	0.699201	0.770718	0.770718	0.770718	0.770718	0.770718	0.770718	0.770718	0.770718	0.770718	0.770718	0.770718	0.770718	0.770718	0.732222	0.732222	0.607855	0.732222	0.770718	0.670875	0.579362	1	0.625734	0.770718	0.770718	0.770718	0.770718	0.770718	0.699201	0.579362	0.625734	0.770718	0.770718	0.732222	0.732222	0.770718	0.770718	0.519957	0.216759	0.437385	0.365867	0.274521	0.437385	0.770718	0.437385	0	0.437385	0.607855	0.437385	0.34175	0.541436	0.251467	0.541436	0.34175	0.001006	0.541436	0.001172	0.541436	0.541436	0.541436	0.085939	0.541436	0.541436	0	0.251467	0.136154	0.541436	0.541436
H184	0.002165	0.34175	0.34175	0.04653	0.34175	0.251467	0.34175	0.293153	0.001857	0.215709	0.34175	0.34175	0.293153	0.34175	0.005434	0.251467	0.34175	0.34175	0.34175	0.34175	0.34175	0.34175	0.251467	0.293153	0.34175	0.34175	0.34175	0.215709	0.293153	0.34175	0.013641	0.251467	0.34175	0.293153	0.100185	0.34175	0.34175	0.251467	0.34175	0.34175	0.34175	0.34175	0.34175	0.293153	0.34175	0.293153	0.34175	0.34175	0.34175	0.337541	0.34175	0.34175	0.293153	0.039914	0.293153	0.000022	0.251467	0.34175	0.136154	0.251467	0.293153	0.34175	0.34175	0.34175	0.34175	0.34175	0.34175	0.34175	0.34175	0.670875	0.420875	0.670875	0.646577	0.251999	0.625734	0.670875	0.420875	0.670875	0.670875	0.646577	0.670875	0.670875	0.670875	0.646577	0.607855	0.293153	0.558396	0.215709	0.646577	0.592518	0.670875	0.646577	0.579362	0.646577	0.251467	0.34175	0.34175	0.34175	0.313243	0.251467	0.646577	0.34175	0.000002	0.116793	0.293153	0.550093	0.558396	0.646577	0.625734	0.670875	0.670875	0.670875	0.501083	0.50585	0.670875	0.670875	0.607855	0.646577	0.670875	0.670875	0.420875	0.550093	0.000002	0.646577	0.519957	0.503693	0.670875	0.568077	0.646577	0.625734	0.646577	0.527122	0.568077	0.646577	0.50585	0.646577	0.670875	0.670875	0.646577	0.670875	0.646577	0.670875	0.293153	0.34175	0.670875	0.670875	0.512597	0.502717	0.670875	0.670875	0.670875	0.558396	0.625734	0.517119	0.246028	0.34175	0.034238	0.313243	0.246028	0.337541	0.670875	0.625734	0.670875	0.670875	0.670875	0.670875	0.670875	0.670875	0.670875	0.670875	0.670875	0.670875	0.670875	0.670875	0.670875	0.646577	0.646577	0.568077	0.646577	0.670875	0.607855	0.536859	0.625734	1	0.732222	0.670875	0.670875	0.670875	0.670875	0.625734	0.550093	0.579362	0.670875	0.670875	0.646577	0.646577	0.670875	0.670875	0.512597	0.198284	0.337541	0.2924	0.234743	0.337541	0.670875	0.337541	0	0.337541	0.568077	0.337541	0.215709	0.34175	0.158724	0.34175	0.215709	0.000635	0.34175	0.00074	0.34175	0.34175	0.34175	0.054244	0.34175	0.34175	0	0.158724	0.085939	0.34175	0.34175
H185	0.004662	0.735824	0.735824	0.100185	0.735824	0.541436	0.735824	0.631191	0.003999	0.464445	0.735824	0.735824	0.631191	0.735824	0.011701	0.541436	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.541436	0.631191	0.735824	0.735824	0.735824	0.464445	0.631191	0.735824	0.02937	0.541436	0.735824	0.631191	0.215709	0.735824	0.735824	0.541436	0.735824	0.735824	0.735824	0.735824	0.735824	0.631191	0.735824	0.631191	0.735824	0.735824	0.735824	0.534578	0.735824	0.735824	0.631191	0.085939	0.631191	0.000047	0.541436	0.735824	0.293153	0.541436	0.631191	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.867912	0.617912	0.867912	0.815595	0.254305	0.770718	0.867912	0.617912	0.867912	0.867912	0.815595	0.867912	0.867912	0.867912	0.815595	0.732222	0.631191	0.625734	0.464445	0.815595	0.699201	0.867912	0.815595	0.670875	0.815595	0.541436	0.735824	0.735824	0.735824	0.482262	0.541436	0.815595	0.735824	0.000004	0.251467	0.631191	0.607855	0.625734	0.815595	0.770718	0.867912	0.867912	0.867912	0.502331	0.512597	0.867912	0.867912	0.732222	0.815595	0.867912	0.867912	0.617912	0.607855	0.000003	0.815595	0.542969	0.507951	0.867912	0.646577	0.815595	0.770718	0.815595	0.558396	0.646577	0.815595	0.512597	0.815595	0.867912	0.867912	0.815595	0.867912	0.815595	0.867912	0.631191	0.735824	0.867912	0.867912	0.527122	0.50585	0.867912	0.867912	0.867912	0.625734	0.770718	0.536859	0.337541	0.735824	0.073718	0.482262	0.337541	0.534578	0.867912	0.770718	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.815595	0.815595	0.646577	0.815595	0.867912	0.732222	0.579362	0.770718	0.732222	1	0.867912	0.867912	0.867912	0.867912	0.770718	0.607855	0.670875	0.867912	0.867912	0.815595	0.815595	0.867912	0.867912	0.527122	0.234743	0.534578	0.437385	0.313243	0.534578	0.867912	0.534578	0	0.534578	0.646577	0.534578	0.464445	0.735824	0.34175	0.735824	0.464445	0.001367	0.735824	0.001593	0.735824	0.735824	0.735824	0.116793	0.735824	0.735824	0	0.34175	0.185036	0.735824	0.735824
H186	0.004662	0.735824	0.735824	0.100185	0.735824	0.541436	0.735824	0.631191	0.003999	0.464445	0.735824	0.735824	0.631191	0.735824	0.011701	0.541436	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.541436	0.631191	0.735824	0.735824	0.735824	0.464445	0.631191	0.735824	0.02937	0.541436	0.735824	0.631191	0.215709	0.735824	0.735824	0.541436	0.735824	0.735824	0.735824	0.735824	0.735824	0.631191	0.735824	0.631191	0.735824	0.735824	0.735824	0.534578	0.735824	0.735824	0.631191	0.085939	0.631191	0.000047	0.541436	0.735824	0.293153	0.541436	0.631191	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.867912	0.617912	0.867912	0.815595	0.254305	0.770718	0.867912	0.617912	0.867912	0.867912	0.815595	0.867912	0.867912	0.867912	0.815595	0.732222	0.631191	0.625734	0.464445	0.815595	0.699201	0.867912	0.815595	0.670875	0.815595	0.541436	0.735824	0.735824	0.735824	0.482262	0.541436	0.815595	0.735824	0.000004	0.251467	0.631191	0.607855	0.625734	0.815595	0.770718	0.867912	0.867912	0.867912	0.502331	0.512597	0.867912	0.867912	0.732222	0.815595	0.867912	0.867912	0.617912	0.607855	0.000003	0.815595	0.542969	0.507951	0.867912	0.646577	0.815595	0.770718	0.815595	0.558396	0.646577	0.815595	0.512597	0.815595	0.867912	0.867912	0.815595	0.867912	0.815595	0.867912	0.631191	0.735824	0.867912	0.867912	0.527122	0.50585	0.867912	0.867912	0.867912	0.625734	0.770718	0.536859	0.337541	0.735824	0.073718	0.482262	0.337541	0.534578	0.867912	0.770718	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.815595	0.815595	0.646577	0.815595	0.867912	0.732222	0.579362	0.770718	0.670875	0.867912	1	0.867912	0.867912	0.867912	0.770718	0.607855	0.670875	0.867912	0.867912	0.815595	0.815595	0.867912	0.867912	0.527122	0.234743	0.534578	0.437385	0.313243	0.534578	0.867912	0.534578	0	0.534578	0.646577	0.534578	0.464445	0.735824	0.34175	0.735824	0.464445	0.001367	0.735824	0.001593	0.735824	0.735824	0.735824	0.116793	0.735824	0.735824	0	0.34175	0.185036	0.735824	0.735824
H187	0.004662	0.735824	0.735824	0.100185	0.735824	0.541436	0.735824	0.631191	0.003999	0.464445	0.735824	0.735824	0.631191	0.735824	0.011701	0.541436	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.541436	0.631191	0.735824	0.735824	0.735824	0.464445	0.631191	0.735824	0.02937	0.541436	0.735824	0.631191	0.215709	0.735824	0.735824	0.541436	0.735824	0.735824	0.735824	0.735824	0.735824	0.631191	0.735824	0.631191	0.735824	0.735824	0.735824	0.534578	0.735824	0.735824	0.631191	0.085939	0.631191	0.000047	0.541436	0.735824	0.293153	0.541436	0.631191	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.867912	0.617912	0.867912	0.815595	0.254305	0.770718	0.867912	0.617912	0.867912	0.867912	0.815595	0.867912	0.867912	0.867912	0.815595	0.732222	0.631191	0.625734	0.464445	0.815595	0.699201	0.867912	0.815595	0.670875	0.815595	0.541436	0.735824	0.735824	0.735824	0.482262	0.541436	0.815595	0.735824	0.000004	0.251467	0.631191	0.607855	0.625734	0.815595	0.770718	0.867912	0.867912	0.867912	0.502331	0.512597	0.867912	0.867912	0.732222	0.815595	0.867912	0.867912	0.617912	0.607855	0.000003	0.815595	0.542969	0.507951	0.867912	0.646577	0.815595	0.770718	0.815595	0.558396	0.646577	0.815595	0.512597	0.815595	0.867912	0.867912	0.815595	0.867912	0.815595	0.867912	0.631191	0.735824	0.867912	0.867912	0.527122	0.50585	0.867912	0.867912	0.867912	0.625734	0.770718	0.536859	0.337541	0.735824	0.073718	0.482262	0.337541	0.534578	0.867912	0.770718	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.815595	0.815595	0.646577	0.815595	0.867912	0.732222	0.579362	0.770718	0.670875	0.867912	0.867912	1	0.867912	0.867912	0.770718	0.607855	0.670875	0.867912	0.867912	0.815595	0.815595	0.867912	0.867912	0.527122	0.234743	0.534578	0.437385	0.313243	0.534578	0.867912	0.534578	0	0.534578	0.646577	0.534578	0.464445	0.735824	0.34175	0.735824	0.464445	0.001367	0.735824	0.001593	0.735824	0.735824	0.735824	0.116793	0.735824	0.735824	0	0.34175	0.185036	0.735824	0.735824
H188	0.004662	0.735824	0.735824	0.100185	0.735824	0.541436	0.735824	0.631191	0.003999	0.464445	0.735824	0.735824	0.631191	0.735824	0.011701	0.541436	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.541436	0.631191	0.735824	0.735824	0.735824	0.464445	0.631191	0.735824	0.02937	0.541436	0.735824	0.631191	0.215709	0.735824	0.735824	0.541436	0.735824	0.735824	0.735824	0.735824	0.735824	0.631191	0.735824	0.631191	0.735824	0.735824	0.735824	0.534578	0.735824	0.735824	0.631191	0.085939	0.631191	0.000047	0.541436	0.735824	0.293153	0.541436	0.631191	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.867912	0.617912	0.867912	0.815595	0.254305	0.770718	0.867912	0.617912	0.867912	0.867912	0.815595	0.867912	0.867912	0.867912	0.815595	0.732222	0.631191	0.625734	0.464445	0.815595	0.699201	0.867912	0.815595	0.670875	0.815595	0.541436	0.735824	0.735824	0.735824	0.482262	0.541436	0.815595	0.735824	0.000004	0.251467	0.631191	0.607855	0.625734	0.815595	0.770718	0.867912	0.867912	0.867912	0.502331	0.512597	0.867912	0.867912	0.732222	0.815595	0.867912	0.867912	0.617912	0.607855	0.000003	0.815595	0.542969	0.507951	0.867912	0.646577	0.815595	0.770718	0.815595	0.558396	0.646577	0.815595	0.512597	0.815595	0.867912	0.867912	0.815595	0.867912	0.815595	0.867912	0.631191	0.735824	0.867912	0.867912	0.527122	0.50585	0.867912	0.867912	0.867912	0.625734	0.770718	0.536859	0.337541	0.735824	0.073718	0.482262	0.337541	0.534578	0.867912	0.770718	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.815595	0.815595	0.646577	0.815595	0.867912	0.732222	0.579362	0.770718	0.670875	0.867912	0.867912	0.867912	1	0.867912	0.770718	0.607855	0.670875	0.867912	0.867912	0.815595	0.815595	0.867912	0.867912	0.527122	0.234743	0.534578	0.437385	0.313243	0.534578	0.867912	0.534578	0	0.534578	0.646577	0.534578	0.464445	0.735824	0.34175	0.735824	0.464445	0.001367	0.735824	0.001593	0.735824	0.735824	0.735824	0.116793	0.735824	0.735824	0	0.34175	0.185036	0.735824	0.735824
H189	0.004662	0.735824	0.735824	0.100185	0.735824	0.541436	0.735824	0.631191	0.003999	0.464445	0.735824	0.735824	0.631191	0.735824	0.011701	0.541436	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.541436	0.631191	0.735824	0.735824	0.735824	0.464445	0.631191	0.735824	0.02937	0.541436	0.735824	0.631191	0.215709	0.735824	0.735824	0.541436	0.735824	0.735824	0.735824	0.735824	0.735824	0.631191	0.735824	0.631191	0.735824	0.735824	0.735824	0.534578	0.735824	0.735824	0.631191	0.085939	0.631191	0.000047	0.541436	0.735824	0.293153	0.541436	0.631191	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.867912	0.617912	0.867912	0.815595	0.254305	0.770718	0.867912	0.617912	0.867912	0.867912	0.815595	0.867912	0.867912	0.867912	0.815595	0.732222	0.631191	0.625734	0.464445	0.815595	0.699201	0.867912	0.815595	0.670875	0.815595	0.541436	0.735824	0.735824	0.735824	0.482262	0.541436	0.815595	0.735824	0.000004	0.251467	0.631191	0.607855	0.625734	0.815595	0.770718	0.867912	0.867912	0.867912	0.502331	0.512597	0.867912	0.867912	0.732222	0.815595	0.867912	0.867912	0.617912	0.607855	0.000003	0.815595	0.542969	0.507951	0.867912	0.646577	0.815595	0.770718	0.815595	0.558396	0.646577	0.815595	0.512597	0.815595	0.867912	0.867912	0.815595	0.867912	0.815595	0.867912	0.631191	0.735824	0.867912	0.867912	0.527122	0.50585	0.867912	0.867912	0.867912	0.625734	0.770718	0.536859	0.337541	0.735824	0.073718	0.482262	0.337541	0.534578	0.867912	0.770718	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.815595	0.815595	0.646577	0.815595	0.867912	0.732222	0.579362	0.770718	0.670875	0.867912	0.867912	0.867912	0.867912	1	0.770718	0.607855	0.670875	0.867912	0.867912	0.815595	0.815595	0.867912	0.867912	0.527122	0.234743	0.534578	0.437385	0.313243	0.534578	0.867912	0.534578	0	0.534578	0.646577	0.534578	0.464445	0.735824	0.34175	0.735824	0.464445	0.001367	0.735824	0.001593	0.735824	0.735824	0.735824	0.116793	0.735824	0.735824	0	0.34175	0.185036	0.735824	0.735824
H190	0.00343	0.541436	0.541436	0.073718	0.541436	0.398402	0.541436	0.464445	0.002942	0.34175	0.541436	0.541436	0.464445	0.541436	0.00861	0.398402	0.541436	0.541436	0.541436	0.541436	0.541436	0.541436	0.398402	0.464445	0.541436	0.541436	0.541436	0.34175	0.464445	0.541436	0.021611	0.398402	0.541436	0.464445	0.158724	0.541436	0.541436	0.398402	0.541436	0.541436	0.541436	0.541436	0.541436	0.464445	0.541436	0.464445	0.541436	0.541436	0.541436	0.437385	0.541436	0.541436	0.464445	0.063236	0.464445	0.000034	0.398402	0.541436	0.215709	0.398402	0.464445	0.541436	0.541436	0.541436	0.541436	0.541436	0.541436	0.541436	0.541436	0.770718	0.520718	0.770718	0.732222	0.253168	0.699201	0.770718	0.520718	0.770718	0.770718	0.732222	0.770718	0.770718	0.770718	0.732222	0.670875	0.464445	0.592518	0.34175	0.732222	0.646577	0.770718	0.732222	0.625734	0.732222	0.398402	0.541436	0.541436	0.541436	0.398889	0.398402	0.732222	0.541436	0.000003	0.185036	0.464445	0.579362	0.592518	0.732222	0.699201	0.770718	0.770718	0.770718	0.501715	0.509269	0.770718	0.770718	0.670875	0.732222	0.770718	0.770718	0.520718	0.579362	0.000003	0.732222	0.531618	0.50585	0.770718	0.607855	0.732222	0.699201	0.732222	0.542969	0.607855	0.732222	0.509269	0.732222	0.770718	0.770718	0.732222	0.770718	0.732222	0.770718	0.464445	0.541436	0.770718	0.770718	0.519957	0.504305	0.770718	0.770718	0.770718	0.592518	0.699201	0.527122	0.2924	0.541436	0.054244	0.398889	0.2924	0.437385	0.770718	0.699201	0.770718	0.770718	0.770718	0.770718	0.770718	0.770718	0.770718	0.770718	0.770718	0.770718	0.770718	0.770718	0.770718	0.732222	0.732222	0.607855	0.732222	0.770718	0.670875	0.558396	0.699201	0.625734	0.770718	0.770718	0.770718	0.770718	0.770718	1	0.579362	0.625734	0.770718	0.770718	0.732222	0.732222	0.770718	0.770718	0.519957	0.216759	0.437385	0.365867	0.274521	0.437385	0.770718	0.437385	0	0.437385	0.607855	0.437385	0.34175	0.541436	0.251467	0.541436	0.34175	0.001006	0.541436	0.001172	0.541436	0.541436	0.541436	0.085939	0.541436	0.541436	0	0.251467	0.136154	0.541436	0.541436
H191	0.001367	0.215709	0.215709	0.02937	0.215709	0.158724	0.215709	0.185036	0.001172	0.136154	0.215709	0.215709	0.185036	0.215709	0.00343	0.158724	0.215709	0.215709	0.215709	0.215709	0.215709	0.215709	0.158724	0.185036	0.215709	0.215709	0.215709	0.136154	0.185036	0.215709	0.00861	0.158724	0.215709	0.185036	0.063236	0.215709	0.215709	0.158724	0.215709	0.215709	0.215709	0.215709	0.215709	0.185036	0.215709	0.185036	0.215709	0.215709	0.215709	0.274521	0.215709	0.215709	0.185036	0.025193	0.185036	0.000014	0.158724	0.215709	0.085939	0.158724	0.185036	0.215709	0.215709	0.215709	0.215709	0.215709	0.215709	0.215709	0.215709	0.607855	0.357855	0.607855	0.592518	0.251262	0.579362	0.607855	0.357855	0.607855	0.607855	0.592518	0.607855	0.607855	0.607855	0.592518	0.568077	0.185036	0.536859	0.136154	0.592518	0.558396	0.607855	0.592518	0.550093	0.592518	0.158724	0.215709	0.215709	0.215709	0.259184	0.158724	0.592518	0.215709	0.000001	0.073718	0.185036	0.531618	0.536859	0.592518	0.579362	0.607855	0.607855	0.607855	0.500683	0.503693	0.607855	0.607855	0.568077	0.592518	0.607855	0.607855	0.357855	0.531618	0.000001	0.592518	0.512597	0.502331	0.607855	0.542969	0.592518	0.579362	0.592518	0.517119	0.542969	0.592518	0.503693	0.592518	0.607855	0.607855	0.592518	0.607855	0.592518	0.607855	0.185036	0.215709	0.607855	0.607855	0.507951	0.501715	0.607855	0.607855	0.607855	0.536859	0.579362	0.510805	0.216759	0.215709	0.021611	0.259184	0.216759	0.274521	0.607855	0.579362	0.607855	0.607855	0.607855	0.607855	0.607855	0.607855	0.607855	0.607855	0.607855	0.607855	0.607855	0.607855	0.607855	0.592518	0.592518	0.542969	0.592518	0.607855	0.568077	0.523265	0.579362	0.550093	0.607855	0.607855	0.607855	0.607855	0.607855	0.579362	1	0.670875	0.607855	0.607855	0.592518	0.592518	0.607855	0.607855	0.507951	0.186623	0.274521	0.246028	0.209636	0.274521	0.607855	0.274521	0	0.274521	0.542969	0.274521	0.136154	0.215709	0.100185	0.215709	0.136154	0.000401	0.215709	0.000467	0.215709	0.215709	0.215709	0.034238	0.215709	0.215709	0	0.100185	0.054244	0.215709	0.215709
H192	0.002165	0.34175	0.34175	0.04653	0.34175	0.251467	0.34175	0.293153	0.001857	0.215709	0.34175	0.34175	0.293153	0.34175	0.005434	0.251467	0.34175	0.34175	0.34175	0.34175	0.34175	0.34175	0.251467	0.293153	0.34175	0.34175	0.34175	0.215709	0.293153	0.34175	0.013641	0.251467	0.34175	0.293153	0.100185	0.34175	0.34175	0.251467	0.34175	0.34175	0.34175	0.34175	0.34175	0.293153	0.34175	0.293153	0.34175	0.34175	0.34175	0.337541	0.34175	0.34175	0.293153	0.039914	0.293153	0.000022	0.251467	0.34175	0.136154	0.251467	0.293153	0.34175	0.34175	0.34175	0.34175	0.34175	0.34175	0.34175	0.34175	0.670875	0.420875	0.670875	0.646577	0.251999	0.625734	0.670875	0.420875	0.670875	0.670875	0.646577	0.670875	0.670875	0.670875	0.646577	0.607855	0.293153	0.558396	0.215709	0.646577	0.592518	0.670875	0.646577	0.579362	0.646577	0.251467	0.34175	0.34175	0.34175	0.313243	0.251467	0.646577	0.34175	0.000002	0.116793	0.293153	0.550093	0.558396	0.646577	0.625734	0.670875	0.670875	0.670875	0.501083	0.50585	0.670875	0.670875	0.607855	0.646577	0.670875	0.670875	0.420875	0.550093	0.000002	0.646577	0.519957	0.503693	0.670875	0.568077	0.646577	0.625734	0.646577	0.527122	0.568077	0.646577	0.50585	0.646577	0.670875	0.670875	0.646577	0.670875	0.646577	0.670875	0.293153	0.34175	0.670875	0.670875	0.512597	0.502717	0.670875	0.670875	0.670875	0.558396	0.625734	0.517119	0.246028	0.34175	0.034238	0.313243	0.246028	0.337541	0.670875	0.625734	0.670875	0.670875	0.670875	0.670875	0.670875	0.670875	0.670875	0.670875	0.670875	0.670875	0.670875	0.670875	0.670875	0.646577	0.646577	0.568077	0.646577	0.670875	0.607855	0.536859	0.625734	0.579362	0.670875	0.670875	0.670875	0.670875	0.670875	0.625734	0.670875	1	0.670875	0.732222	0.646577	0.646577	0.670875	0.670875	0.512597	0.198284	0.337541	0.2924	0.234743	0.337541	0.670875	0.337541	0	0.337541	0.568077	0.337541	0.215709	0.34175	0.158724	0.34175	0.215709	0.000635	0.34175	0.00074	0.34175	0.34175	0.34175	0.054244	0.34175	0.34175	0	0.158724	0.085939	0.34175	0.34175
